label,event,target_text,response_text
oppose,General_Terms,"SHUT IT DOWN: Manhattan Madam Subpoenaed by Robert Mueller 

Mueller subpoenas a lady of the night who worked with Roger Stone. The Mueller witch hunt is out of control and must be shut down immediately.

Mueller’s corruption is astounding.
https://t.co/etMQYuauRB","@RealMAGASteve @BamaLady10 Honestly, all I hear is hype. Since none of y’all know the full scope of what’s being investigated or why, things are being made up to fill in the gaps. They can’t even clarify why she was subpoenaed. So, maybe it’s best to wait for that answer instead of speculating."
oppose,General_Terms,"#WhoIsAmerica
Ask Trump, he's just told the world his own intelligence system is not to be trusted. 🙈 #TrumpPutinSummit #CambridgeAnalytica #RussianHacking #BrexitRussia #newsnight #r4today https://t.co/gjU70g7Jvm","@TheGraveside Didn't the world already know that the US intelligence community lies routinely, and pursues its own agenda?"
neutral,General_Terms,"Oh, wow...

Kimberly Guilfoyle Makes ‘Bitter-Sweet’ Announcement, Reveals Brand New Position

https://t.co/bJ9FjQkZPp","@ChuckCallesto She is ""leaving"" because she is banging the Presidents son, nothing wrong with that, but that would create a conflict of interest with her former employer."
oppose,Iran_Deal,,Fake Pig. https://t.co/UPoawIXqEq
concur,Santa_Fe_Shooting,,"The fact is I doubt he can read well, as he just blathers along ....making up FAKE CRAP as he goes...I am well and TRULY sick of him... https://t.co/ZrBQFyYXFV"
oppose,General_Terms,,@SallyQYates It was not Pres. Trump's IC it was Obama's IC that was corrupted and using false information to spy on American citizens.
oppose,General_Terms,#Scorpio's store anger inside until they blow up at the worst times.,@Scorpio_Quotess Fake news
oppose,Student_Marches,"David Hogg: “F*** the NRA. F*** Trump. F*** Fox. F*** Republicans. F*** Rubio. F*** you!”

Laura Ingraham: “No wonder why this kid didn’t get into college”

David Hogg: “SO TRIGGERED!!! BOYCOTT HER SPONSORS! RUIN HER LIFE!”

Apparently the 1st amendment only applies to the Left.",So called Christian is lying here. How many free rides does Trump get on the backs of these mindless mules? https://t.co/DrFWNwA6h6
concur,General_Terms,"Nixon attacked the independent counsel, labeled the investigation a “witch hunt”, and proclaimed his innocence for 26 months, till one day he wasn’t “innocent” any more.

History is repeatin’ itself.","#maga #maga2018 #maga2020
If the maga clowns had any knowledge of history besides what they ordered for dinner yesterday, they would be screaming for the traitors head. Instead they continue to think that the lying traitor is somehow being 'put upon' by the 'hateful left'. 1/2 https://t.co/IE2QcgLJA0"
neutral,General_Terms,"Fifty-four percent of voters across 48 Republican-held congressional districts said Republicans were “more corrupt” than Democrats.
https://t.co/oezTC5tJqu","Always good to see a picture of Mike Pence, so concerned, so sincere: A shout-out to America's most accomplished liar. https://t.co/bltdUy0Y1h"
concur,Iran_Deal,"factually incorrect White House statement on Iran nuclear program either evidence of lack of rigorous national security process or (and much worse) the politicization of intelligence, ie, the deliberate misrepresentation of the facts in order to justify breaking up the JCPOA.",@RichardHaass We saw it for the Iran war. No reason why that should not repeat with this administration that lies daily.
concur,Iran_Deal,,@bbusa617 Awe that's just fake news Iran told Obama they didn't have anything so Obama gave them $150 billion just to be friends :)
oppose,Student_Marches,,"@NRA Anything that the NRA states needs to be validated,  Trump lying syndrome."
concur,General_Terms,".@seanhannity how’s it going Hand on Ball aka Hand on Putin’s ball. Cohen was your lawyer, Teump is in bed with Putin &amp; since you’re stuck so far up Trump’s arse I bet you are too.","You shouldn’t @ someone when they are lying naked in bed talking on the phone with their night time lover. Like what @realDonaldTrump &amp; @seanhannity do each night.

“No you hang up!”
“No you, silly!” https://t.co/s9q5v9FQDZ"
concur,Iran_Deal,,@realDonaldTrump pay attention; we know you and your team are playing dirty tricks and deception to create phony foreign policy. 👇🏼👇🏼You are destroying America &amp; @GOP is complicit. #TrumpFails  #ImpeachTrump @maddow #RESIST https://t.co/8ooJgDL3dF
neutral,Santa_Fe_Shooting,I want to take away your guns.,At least she's not lying like MSM and politicians are with their song and dance about gun control #SantaFeShooting https://t.co/oNXrWbi166
concur,Student_Marches,BREAKING: @davidhogg111 changes his story - says he was NOT at MSD High School when shots were fired. So where did the infamous closet video come from? #MarchForOurLives https://t.co/cit4x1zWPo,Lying little bastard just trying to get his 15 minutes https://t.co/B1JJOkxY0k
oppose,Santa_Fe_Shooting,The NRA is a terrorist organization.,Wrong https://t.co/pBwD5laJJt
concur,Santa_Fe_Shooting,"Anyone else find it odd that tragedy strikes in numbers everytime some important issue will be released the next day.  i.e., this time it's the IG report so the school shooting and libs appear in numbers to detract from truth in hopes that public won't notice.  @realDonaldTrump","There are no coincidences 
#QAnon https://t.co/V7ZHAcNQCM"
oppose,Santa_Fe_Shooting,,"I’m so sick of the bs.
He murdered 10 people.  That makes him a murderer, not a victim. https://t.co/2wz3QzbIJS"
neutral,General_Terms,"I just fw R&amp;B &amp; Slow Music , it aint got none to do with being in my feelings .. its juts a chill ass vibe",Shid I be in my feelings too I can’t lie but still R&amp;B Be bussin lol y’all too tough for ya own good https://t.co/iotEmo4VNw
concur,Iran_Deal,"#morningjoe All these nefarious world leaders R seeming 2 play Trump 2 get what they want. Netanyahu, the destruction of Iran deal. Xi, via Moon &amp; Un, 2 get troops outa S Korea &amp; claim superiority, Putin to dirty 🇺🇸 democracy, NATO &amp; the EU. 

Spanky IS an idiot-a useful idiot.","@lindacaseauthor Netanyahu is doing what he always does when he's in trouble, spread lies &amp; fear. The Israeli Security Force believes the Iran deal is a good one &amp; that Iran is holding up it's end of the deal."
oppose,General_Terms,"Stick with the girl who has been down for u since day one. The one who understands your past and your present. The girl who cried herself to sleep whenever u did her wrong,and still forgive u. The girl who has other guys attention, but only wants your love and affection. A.K.A me","are you done being a pick me girl? pls don’t romanticise guys doing girls wrong and them forgiving their mistakes lmao, this shit is toxic and will break you https://t.co/NNIQoEZQ2l"
concur,General_Terms,"The media is NOT the enemy of the American people.

That's a dangerous thing to say. 

And everybody at @FoxNews should condemn this President when he says it. Like he did again this morning.","@WalshFreedom @FoxNews Your #FakePresident is the enemy of the American People. 

He validates this statement every time he utters the #FakeNews diatribe in an attempt to draw attention away from more important issues. 

So predictable. 
So phony. 
So tiresome.

#TreasonousTrump #TrumpRussia"
oppose,Santa_Fe_Shooting,,@NRA lies and frightens it's Sheeple membership to sell guns.
concur,General_Terms,".@NBCNightlyNews literally just lied to viewers. 

They selectively excerpted sections of the #FISA application and reported that Carter Page had been recruited by the Russians. 

One of the most egregious cases of #FakeNews I’ve ever seen.",@johncardillo @NBCNightlyNews #HAHAHAHA Not even their lies will bring back viewers! #HAHAHAHA
oppose,General_Terms,Ryan: Trump is just 'trolling' people with threat to strip security clearances https://t.co/uWnXm21L7G,"@jilevin Paul Ryan is wrong. Treasonous Trump really means it, and is using it to get his way."
concur,General_Terms,"If you're in Atlanta, good morning! Here's your personal wake up call from Mother Nature! https://t.co/MtfRs8IFhK",No lie. https://t.co/JKSk84tuXw
concur,Student_Marches,,"It takes a sad, pathetic person or persons to do spread lies about a kid. It's okay @Emma4Change decent people know the truth. Keep fighting! 
#MarchForOurLives #NeverAgain https://t.co/NpWPaVrFPB"
oppose,Santa_Fe_Shooting,School shooting in Texas. Early reports not looking good. God bless all!,@realDonaldTrump The country doesn’t need to hear more lies from you.  Trump is scared of the NRA.
concur,Santa_Fe_Shooting,"The hell are you talking about @tedcruz? When Greg Abbott rammed campus carry down UT's throat, the protestors outnumbered the supporters.

Speak for yourself, Felito. Not our kids. https://t.co/Xkrdkwezen",@fawfulfan @tedcruz @SenTedCruz Oh Teddy you're lying. This TX mother with s child in a TX school definitely wants gun control
neutral,Santa_Fe_Shooting,"“Never believe an Iranian, because if their lips are moving, they’re lying.”

- Oliver North, the now president-elect of the NRA, on Hannity just now.

2018!","@ryanjreilly Ollie should know! His idol, Trump, is a master liar. GOP senators and reps lie all the time. NRA can get a PHD in lying! Fox can have all it takes for a museum of Lying and Deception. #Iran #ollienorth #MarchForOurLives #IranDeal"
concur,Student_Marches,"reading Jeffrey Goldberg interview Mohammed bin Salman you get the impression that he believes all the US elites he deals with are either stupid and credulous or amoral and easily purchased, and also he is correct","@pareene @ggreenwald That's arrogance, sure, but he might be right, They do pander to and appease the wrong people a lot."
concur,Santa_Fe_Shooting,NRA links school violence to Ritalin but experts deny link https://t.co/N0oIwFLKMz https://t.co/AJylHFeL7M,@VancouverSun What utter BS. This enrages me. Sooooo easy to blame mental illness and medication used to treat people. Something tells me the survivors may be needing anxiety meds now- will @NRA criticize them ?
neutral,General_Terms,"Queen Elizabeth got Donald Trump and that prostitute out of her house so fast the tea was still hot! President Obama and Michelle got a state dinner &amp; spent the night at Buckingham Palace. Donald and Mayonnaise got 20 minutes at Windsor, a picture, a handshake and a slammed door! https://t.co/CQApYDmLNO",@IamTrentJeter @fillypepper Everything about him so fake and insincere
oppose,General_Terms,President Rouhani had earlier threatened ‘America must understand well that ... war with Iran is the mother of all wars’ https://t.co/YkFKlgUbsp https://t.co/5AdAKfzmS5,"The ellipsis in your headline includes the section that refers to ""the mother of all peace""; please don't try to justify/amplify that unhinged ""potus"" rant and mislead your readership for clicks. https://t.co/EBKWXEnadH"
oppose,Santa_Fe_Shooting,,@MarcHilberer @Heath3ns Nothing wrong with the gun control laws. It’s just that America has more people and they’re all fucking nutters
oppose,Santa_Fe_Shooting,"Aurora: AR-15 
Orlando: AR-15 
Parkland: AR-15 
Las Vegas: AR-15 
Sandy Hook: AR-15 
Texas Church: AR-15 
San Bernardino: AR-15 
Waffle House: AR-15  
Santa Fe High School: AR-15

The only ones who don’t see where the problem is are Republicans.","@MrFilmkritik @damian_godden Putting out false info, just plays into the NRA's narrative, of we liberals are a bunch of liars.
Sante Fe shooter used a Shotgun and revolver. https://t.co/cVPnXGfU45"
concur,Student_Marches,"The @GOP @NRA  Snowflake Tears flow heavily today as they can no longer deal with the following companies because Laura Ingraham and @Foxnews are Hate peddling ASSHOLES!  Hannity lost 11 for supporting pedo Roy Moore
Hulu
Nestle
Wayfair
TripAdvisor
Nutrish
Expedia
Joseph A. Banks https://t.co/jffyFGbf2Z",@CraigCo62 @GOP @NRA @FoxNews All Fox has done is to lie and divide America. Advertise on a Fox at your own risk. We’re done this this crap and any company that supports them!
oppose,General_Terms,@MoonwalkTalks He knows we hate him.... Idk. That’s not my problem. What he does doesn’t concern me. I’m sure he regrets what has happened and apologized to Michael before his passing. 🤷🏼‍♀️,"@smile4meMJ @MoonwalkTalks Well we will never know until he speaks publicly I guess, but I doubt he ever will with the way some are currently towards him. If he still sticks to the same story then there is no point as the damage was already done back then, but if the story HAS changed, that's different."
